"countyCode","population","total.Under.5.years","percent.Under.5.years","total.5.to.9.years","percent.5.to.9.years","total.10.to.14.years","percent.10.to.14.years","total.15.to.19.years","percent.15.to.19.years","total.20.to.24.years","percent.20.to.24.years","total.25.to.29.years","percent.25.to.29.years","total.30.to.34.years","percent.30.to.34.years","total.35.to.39.years","percent.35.to.39.years","total.40.to.44.years","percent.40.to.44.years","total.45.to.49.years","percent.45.to.49.years","total.50.to.54.years","percent.50.to.54.years","total.55.to.59.years","percent.55.to.59.years","total.60.to.64.years","percent.60.to.64.years","total.65.to.69.years","percent.65.to.69.years","total.70.to.74.years","percent.70.to.74.years","total.75.to.79.years","percent.75.to.79.years","total.80.to.84.years","percent.80.to.84.years","total.85.years.and.over","percent.85.years.and.over"
"813","25005",564022,29409,5.2,30489,5.4,35534,6.3,36042,6.4,36674,6.5,36855,6.5,35047,6.2,35830,6.4,34130,6.1,38879,6.9,40631,7.2,39823,7.1,39823,7.1,29534,5.2,25715,4.6,15879,2.8,10487,1.9,13241,2.3
"814","26021",154141,8824,5.7,9277,6,9794,6.4,9796,6.4,9015,5.8,8834,5.7,8424,5.5,9434,6.1,8306,5.4,9472,6.1,9984,6.5,10157,6.6,12356,8,10027,6.5,7299,4.7,4712,3.1,3744,2.4,4686,3
"815","26093",191224,10200,5.3,9886,5.2,12574,6.6,12788,6.7,10596,5.5,10331,5.4,10292,5.4,10268,5.4,11411,6,13562,7.1,15771,8.2,15299,8,15128,7.9,12313,6.4,8233,4.3,5961,3.1,3716,1.9,2895,1.5
"816","26103",66516,3287,4.9,4035,6.1,3171,4.8,4507,6.8,7707,11.6,3918,5.9,3579,5.4,4237,6.4,2786,4.2,3555,5.3,3806,5.7,4182,6.3,4922,7.4,4267,6.4,3250,4.9,2459,3.7,1348,2,1500,2.3
"817","29019",180005,10500,5.8,10640,5.9,10209,5.7,15963,8.9,25285,14,15523,8.6,12872,7.2,10065,5.6,10390,5.8,8778,4.9,8847,4.9,8725,4.8,10271,5.7,8444,4.7,4755,2.6,3069,1.7,2637,1.5,3032,1.7
"818","34031",503310,33868,6.7,32511,6.5,33580,6.7,34067,6.8,34491,6.9,35382,7,31731,6.3,32370,6.4,32267,6.4,32169,6.4,33663,6.7,33431,6.6,30569,6.1,24162,4.8,17109,3.4,13314,2.6,9369,1.9,9257,1.8
"819","35043",145179,7723,5.3,8441,5.8,11112,7.7,9169,6.3,7940,5.5,8605,5.9,9631,6.6,7659,5.3,10586,7.3,9383,6.5,8917,6.1,10624,7.3,9626,6.6,9527,6.6,6762,4.7,5071,3.5,2309,1.6,2094,1.4
"820","36093",155350,8710,5.6,8354,5.4,10455,6.7,10608,6.8,11470,7.4,8876,5.7,9112,5.9,10618,6.8,9634,6.2,8990,5.8,10457,6.7,9945,6.4,11269,7.3,7779,5,7057,4.5,3932,2.5,3770,2.4,4314,2.8
"821","37031",69524,3168,4.6,2946,4.2,3949,5.7,3860,5.6,2933,4.2,3321,4.8,3858,5.5,3114,4.5,3957,5.7,4181,6,5231,7.5,5789,8.3,5762,8.3,5322,7.7,5448,7.8,3513,5.1,1559,2.2,1613,2.3
"822","37155",131831,8872,6.7,9407,7.1,9024,6.8,10055,7.6,8731,6.6,9135,6.9,7730,5.9,8188,6.2,7947,6,8164,6.2,7704,5.8,7858,6,9155,6.9,6678,5.1,5689,4.3,3687,2.8,1477,1.1,2330,1.8
"823","39133",162927,7503,4.6,9237,5.7,7351,4.5,13794,8.5,18936,11.6,10200,6.3,8297,5.1,8635,5.3,8631,5.3,9919,6.1,10857,6.7,11351,7,11031,6.8,9435,5.8,7067,4.3,5256,3.2,2665,1.6,2762,1.7
"824","41047",346868,22766,6.6,22009,6.3,25880,7.5,24302,7,23452,6.8,24300,7,23137,6.7,22093,6.4,21285,6.1,21324,6.1,20291,5.8,19345,5.6,23209,6.7,19033,5.5,12034,3.5,9067,2.6,6773,2,6568,1.9
"825","42027",162805,6462,4,6344,3.9,7244,4.4,16607,10.2,28201,17.3,12229,7.5,10050,6.2,7561,4.6,8877,5.5,8463,5.2,9307,5.7,9976,6.1,8669,5.3,6913,4.2,6022,3.7,4386,2.7,2818,1.7,2676,1.6
"826","42125",207346,10059,4.9,12256,5.9,11054,5.3,12366,6,12340,6,11767,5.7,11493,5.5,12634,6.1,11212,5.4,13092,6.3,14545,7,16244,7.8,16138,7.8,12944,6.2,11206,5.4,7981,3.8,5620,2.7,4395,2.1
"827","45059",66994,3757,5.6,3363,5,4914,7.3,4727,7.1,4290,6.4,4045,6,3306,4.9,3651,5.4,4384,6.5,4221,6.3,4633,6.9,4592,6.9,4485,6.7,4448,6.6,3416,5.1,2957,4.4,1308,2,497,0.7
"828","47001",76482,4157,5.4,4859,6.4,4383,5.7,4827,6.3,4413,5.8,4986,6.5,4146,5.4,4242,5.5,4319,5.6,4700,6.1,4905,6.4,5462,7.1,5778,7.6,5088,6.7,3703,4.8,2202,2.9,2822,3.7,1490,1.9
"829","51085",107239,4545,4.2,6770,6.3,7749,7.2,7544,7,5938,5.5,5196,4.8,6467,6,5755,5.4,6442,6,8054,7.5,7828,7.3,8520,7.9,7544,7,6235,5.8,4750,4.4,3587,3.3,2018,1.9,2297,2.1
"830","53035",269805,15594,5.8,15900,5.9,14695,5.4,13753,5.1,21403,7.9,20492,7.6,18321,6.8,17361,6.4,14239,5.3,15987,5.9,16941,6.3,18875,7,18496,6.9,16508,6.1,13750,5.1,9399,3.5,4866,1.8,3225,1.2
"831","55055",85129,4209,4.9,4563,5.4,5381,6.3,7183,8.4,4643,5.5,4439,5.2,5446,6.4,4276,5,6452,7.6,5336,6.3,5939,7,6812,8,5805,6.8,5089,6,3763,4.4,2754,3.2,1758,2.1,1281,1.5
"832","55087",187365,11967,6.4,13895,7.4,10923,5.8,11296,6,11973,6.4,12703,6.8,12763,6.8,13094,7,11341,6.1,11569,6.2,12701,6.8,14068,7.5,11496,6.1,9135,4.9,6682,3.6,4679,2.5,3983,2.1,3097,1.7
"833","01049",71385,3989,5.6,3851,5.4,6121,8.6,5079,7.1,4176,5.8,4084,5.7,4561,6.4,4184,5.9,4077,5.7,5044,7.1,4504,6.3,4533,6.4,4921,6.9,3969,5.6,3408,4.8,1907,2.7,1435,2,1542,2.2
"834","06007",231256,13056,5.6,12476,5.4,13218,5.7,16837,7.3,22757,9.8,17037,7.4,13277,5.7,13398,5.8,12671,5.5,12339,5.3,11852,5.1,13718,5.9,15800,6.8,14949,6.5,10320,4.5,8903,3.8,4207,1.8,4441,1.9
"835","06017",190678,8586,4.5,9130,4.8,12869,6.7,11424,6,9821,5.2,9281,4.9,8858,4.6,12606,6.6,9389,4.9,12482,6.5,12924,6.8,15570,8.2,17311,9.1,14742,7.7,10686,5.6,6861,3.6,3685,1.9,4453,2.3
"836","06025",181827,14876,8.2,11876,6.5,15888,8.7,14301,7.9,13061,7.2,14488,8,12678,7,12312,6.8,8832,4.9,11282,6.2,9830,5.4,10495,5.8,8396,4.6,8092,4.5,5267,2.9,4116,2.3,3392,1.9,2645,1.5
"837","06029",896764,69712,7.8,66175,7.4,81427,9.1,66229,7.4,65981,7.4,73706,8.2,65985,7.4,62260,6.9,52553,5.9,51552,5.7,48622,5.4,49360,5.5,45126,5,34857,3.9,24449,2.7,15794,1.8,12300,1.4,10676,1.2
"838","06041",259666,11504,4.4,12694,4.9,17714,6.8,14667,5.6,12234,4.7,10301,4,11314,4.4,13622,5.2,16632,6.4,21104,8.1,20323,7.8,19092,7.4,20252,7.8,18825,7.2,14871,5.7,11099,4.3,7072,2.7,6346,2.4
