"countyCode","population","total.Under.5.years","percent.Under.5.years","total.5.to.9.years","percent.5.to.9.years","total.10.to.14.years","percent.10.to.14.years","total.15.to.19.years","percent.15.to.19.years","total.20.to.24.years","percent.20.to.24.years","total.25.to.29.years","percent.25.to.29.years","total.30.to.34.years","percent.30.to.34.years","total.35.to.39.years","percent.35.to.39.years","total.40.to.44.years","percent.40.to.44.years","total.45.to.49.years","percent.45.to.49.years","total.50.to.54.years","percent.50.to.54.years","total.55.to.59.years","percent.55.to.59.years","total.60.to.64.years","percent.60.to.64.years","total.65.to.69.years","percent.65.to.69.years","total.70.to.74.years","percent.70.to.74.years","total.75.to.79.years","percent.75.to.79.years","total.80.to.84.years","percent.80.to.84.years","total.85.years.and.over","percent.85.years.and.over"
"413","06071",2171603,154707,7.1,156947,7.2,163507,7.5,157861,7.3,164029,7.6,175532,8.1,156204,7.2,146226,6.7,135151,6.2,134127,6.2,130615,6,130702,6,114827,5.3,88335,4.1,65019,3,44272,2,27789,1.3,25753,1.2
"414","12099",1485941,75957,5.1,75452,5.1,82029,5.5,82395,5.5,79848,5.4,91044,6.1,87051,5.9,88972,6,81217,5.5,93326,6.3,96512,6.5,101163,6.8,96137,6.5,83740,5.6,88221,5.9,73448,4.9,48493,3.3,60936,4.1
"415","12107",74163,4428,6,4057,5.5,4621,6.2,4306,5.8,4347,5.9,3935,5.3,3608,4.9,4631,6.2,3195,4.3,4034,5.4,4509,6.1,5843,7.9,5335,7.2,4668,6.3,5935,8,3921,5.3,2073,2.8,717,1
"416","13117",236612,14133,6,18258,7.7,20332,8.6,17755,7.5,11757,5,9454,4,12807,5.4,17547,7.4,21360,9,21932,9.3,17323,7.3,14179,6,11377,4.8,9601,4.1,8275,3.5,5057,2.1,3867,1.6,1598,0.7
"417","13121",1050114,61717,5.9,65013,6.2,63302,6,70411,6.7,75366,7.2,94365,9,84412,8,80329,7.6,69055,6.6,75948,7.2,68596,6.5,62338,5.9,56587,5.4,41425,3.9,31412,3,22457,2.1,14103,1.3,13278,1.3
"418","17097",700832,40183,5.7,43792,6.2,52487,7.5,53736,7.7,50841,7.3,39260,5.6,38709,5.5,43965,6.3,43696,6.2,48242,6.9,50359,7.2,50847,7.3,44914,6.4,32334,4.6,26976,3.8,17048,2.4,10655,1.5,12788,1.8
"419","20173",513607,35317,6.9,36916,7.2,37931,7.4,34526,6.7,34687,6.8,37894,7.4,34505,6.7,32252,6.3,31453,6.1,29561,5.8,29135,5.7,33420,6.5,31702,6.2,25071,4.9,18851,3.7,11802,2.3,8841,1.7,9743,1.9
"420","26005",117327,7086,6,7547,6.4,8695,7.4,7491,6.4,6457,5.5,6625,5.6,7146,6.1,7250,6.2,7217,6.2,7346,6.3,7849,6.7,9904,8.4,6906,5.9,6636,5.7,5388,4.6,3772,3.2,2018,1.7,1994,1.7
"421","26081",653786,43746,6.7,44781,6.8,43000,6.6,43065,6.6,45104,6.9,54556,8.3,48153,7.4,42362,6.5,40544,6.2,39189,6,39051,6,41058,6.3,39426,6,30131,4.6,23118,3.5,14939,2.3,10784,1.6,10779,1.6
"422","29037",104954,5431,5.2,7928,7.6,6935,6.6,7793,7.4,5496,5.2,5378,5.1,5700,5.4,6459,6.2,6331,6,6903,6.6,7677,7.3,7608,7.2,7321,7,5375,5.1,4978,4.7,3094,2.9,2598,2.5,1949,1.9
"423","29189",996945,59035,5.9,60277,6,62128,6.2,61940,6.2,60574,6.1,65840,6.6,62410,6.3,60864,6.1,58236,5.8,60568,6.1,63740,6.4,69743,7,71069,7.1,58766,5.9,42953,4.3,31697,3.2,22651,2.3,24454,2.5
"424","34005",445384,22749,5.1,25820,5.8,27135,6.1,26693,6,27921,6.3,28349,6.4,27061,6.1,27552,6.2,28716,6.4,29774,6.7,32991,7.4,34159,7.7,31189,7,23629,5.3,19305,4.3,12819,2.9,9792,2.2,9730,2.2
"425","34007",507078,30826,6.1,29629,5.8,34785,6.9,30844,6.1,30320,6,35978,7.1,34566,6.8,34430,6.8,30153,5.9,33093,6.5,34466,6.8,35681,7,33067,6.5,25876,5.1,20262,4,14540,2.9,9426,1.9,9136,1.8
"426","35035",66781,4054,6.1,5004,7.5,4131,6.2,4535,6.8,4367,6.5,5653,8.5,4377,6.6,4288,6.4,3613,5.4,3127,4.7,3981,6,4554,6.8,4375,6.6,4047,6.1,2459,3.7,2484,3.7,903,1.4,829,1.2
"427","37071",222846,13196,5.9,14980,6.7,13170,5.9,14294,6.4,12823,5.8,15192,6.8,14117,6.3,12853,5.8,15146,6.8,16738,7.5,15551,7,15362,6.9,14035,6.3,11810,5.3,9595,4.3,5669,2.5,4670,2.1,3645,1.6
"428","37171",71948,3365,4.7,4310,6,4658,6.5,4563,6.3,4147,5.8,4225,5.9,4055,5.6,3479,4.8,4047,5.6,4679,6.5,5788,8,4288,6,5278,7.3,5101,7.1,3243,4.5,3032,4.2,1726,2.4,1964,2.7
"429","42091",828604,45476,5.5,48703,5.9,52127,6.3,51080,6.2,47230,5.7,49747,6,53974,6.5,54768,6.6,48962,5.9,54410,6.6,57983,7,61764,7.5,55223,6.7,47170,5.7,33512,4,26061,3.1,18456,2.2,21958,2.6
"430","46099",192876,14477,7.5,13540,7,13550,7,12267,6.4,11500,6,15087,7.8,14289,7.4,14033,7.3,11568,6,11544,6,11891,6.2,12302,6.4,11474,5.9,8880,4.6,6848,3.6,4003,2.1,1861,1,3762,2
"431","47149",324890,21268,6.5,24617,7.6,21008,6.5,23561,7.3,29552,9.1,25356,7.8,22088,6.8,23573,7.3,22869,7,21794,6.7,20466,6.3,19239,5.9,15954,4.9,11805,3.6,9552,2.9,5805,1.8,3749,1.2,2634,0.8
"432","47187",231729,13150,5.7,17887,7.7,19962,8.6,18489,8,10904,4.7,9133,3.9,11922,5.1,16060,6.9,19142,8.3,18527,8,16387,7.1,16326,7,13057,5.6,10741,4.6,8489,3.7,5462,2.4,4105,1.8,1986,0.9
"433","48183",123707,8692,7,7129,5.8,10770,8.7,8661,7,8395,6.8,8531,6.9,8070,6.5,8050,6.5,6952,5.6,7503,6.1,6520,5.3,7918,6.4,7542,6.1,6009,4.9,4939,4,2158,1.7,3041,2.5,2827,2.3
"434","48347",65711,4236,6.4,4486,6.8,4011,6.1,7128,10.8,7668,11.7,3767,5.7,3365,5.1,3534,5.4,3643,5.5,3232,4.9,3771,5.7,4072,6.2,3248,4.9,2745,4.2,2959,4.5,2042,3.1,937,1.4,867,1.3
"435","48439",2084931,146527,7,151171,7.3,158481,7.6,148172,7.1,139251,6.7,157989,7.6,153500,7.4,151950,7.3,133000,6.4,139400,6.7,131185,6.3,125116,6,113713,5.5,82063,3.9,62127,3,37722,1.8,26564,1.3,27000,1.3
"436","51069",88355,4626,5.2,5927,6.7,6316,7.1,5866,6.6,4490,5.1,5306,6,4991,5.6,5517,6.2,5816,6.6,5445,6.2,6778,7.7,6006,6.8,6110,6.9,5056,5.7,3748,4.2,2936,3.3,1688,1.9,1733,2
"437","55089",89147,4568,5.1,4892,5.5,5727,6.4,5866,6.6,5356,6,4250,4.8,4446,5,5623,6.3,4669,5.2,5335,6,6648,7.5,6390,7.2,7688,8.6,6160,6.9,3963,4.4,3515,3.9,2217,2.5,1834,2.1
"438","55133",403072,20853,5.2,22798,5.7,26269,6.5,26286,6.5,22354,5.5,19501,4.8,22330,5.5,24820,6.2,25195,6.3,25984,6.4,28832,7.2,30445,7.6,32326,8,23395,5.8,19343,4.8,12903,3.2,9450,2.3,9988,2.5
"439","06065",2450758,158411,6.5,168165,6.9,182168,7.4,176758,7.2,168706,6.9,177544,7.2,164581,6.7,160006,6.5,154724,6.3,154061,6.3,151399,6.2,151371,6.2,129839,5.3,112616,4.6,88063,3.6,67972,2.8,41484,1.7,42890,1.8
"440","06085",1937570,114873,5.9,110532,5.7,127757,6.6,114555,5.9,120084,6.2,157756,8.1,155968,8,144933,7.5,134955,7,137371,7.1,129082,6.7,120114,6.2,108338,5.6,83113,4.3,62533,3.2,45446,2.3,32643,1.7,37517,1.9
"441","06099",549815,38528,7,40377,7.3,44908,8.2,39410,7.2,37796,6.9,40177,7.3,37983,6.9,37199,6.8,34605,6.3,32516,5.9,31994,5.8,33245,6,28570,5.2,26191,4.8,16946,3.1,13055,2.4,7758,1.4,8557,1.6
"442","08101",167529,9603,5.7,9595,5.7,11040,6.6,12165,7.3,10044,6,11164,6.7,10502,6.3,11132,6.6,9470,5.7,9740,5.8,9965,5.9,10331,6.2,11946,7.1,9437,5.6,8475,5.1,5066,3,3954,2.4,3900,2.3
"443","12053",190865,8993,4.7,8849,4.6,10751,5.6,10317,5.4,8829,4.6,9895,5.2,9390,4.9,11893,6.2,8830,4.6,10691,5.6,12167,6.4,12473,6.5,15144,7.9,14039,7.4,14000,7.3,11623,6.1,6232,3.3,6749,3.5
"444","12101",539630,28054,5.2,30566,5.7,31575,5.9,31366,5.8,26976,5,28553,5.3,29467,5.5,32711,6.1,33490,6.2,36244,6.7,35688,6.6,37384,6.9,35422,6.6,36559,6.8,30824,5.7,25702,4.8,15529,2.9,13520,2.5
"445","12115",426718,14847,3.5,15637,3.7,18387,4.3,19149,4.5,16847,3.9,18407,4.3,16104,3.8,18843,4.4,18386,4.3,21674,5.1,25028,5.9,33510,7.9,32833,7.7,40682,9.5,38653,9.1,31030,7.3,24028,5.6,22673,5.3
"446","12119",128754,1834,1.4,2351,1.8,3599,2.8,2939,2.3,2178,1.7,3780,2.9,3498,2.7,3963,3.1,4433,3.4,3602,2.8,5098,4,6621,5.1,11704,9.1,21064,16.4,21081,16.4,17945,13.9,8216,6.4,4848,3.8
"447","18011",66999,4316,6.4,4767,7.1,5451,8.1,4958,7.4,3218,4.8,3916,5.8,4278,6.4,4251,6.3,4286,6.4,4811,7.2,5033,7.5,4491,6.7,4471,6.7,2759,4.1,2454,3.7,1444,2.2,623,0.9,1472,2.2
"448","26091",98266,5337,5.4,5508,5.6,6343,6.5,6451,6.6,6618,6.7,5614,5.7,5540,5.6,6213,6.3,5085,5.2,6405,6.5,6307,6.4,7281,7.4,7472,7.6,7002,7.1,3877,3.9,3323,3.4,1760,1.8,2130,2.2
"449","29183",399182,23161,5.8,24731,6.2,28503,7.1,25593,6.4,24385,6.1,24389,6.1,27331,6.8,29013,7.3,25130,6.3,25289,6.3,26573,6.7,28198,7.1,27197,6.8,18556,4.6,16556,4.1,10101,2.5,7764,1.9,6712,1.7
"450","29187",66692,3571,5.4,2975,4.5,4836,7.3,4126,6.2,3680,5.5,4936,7.4,4260,6.4,4747,7.1,4360,6.5,4639,7,4200,6.3,5460,8.2,3559,5.3,2142,3.2,4441,6.7,2069,3.1,1130,1.7,1561,2.3
"451","36059",1358343,74276,5.5,79224,5.8,84587,6.2,86141,6.3,86361,6.4,81499,6,77597,5.7,81403,6,81862,6,89752,6.6,99447,7.3,100421,7.4,94443,7,72238,5.3,60725,4.5,41309,3,27875,2.1,39183,2.9
"452","36071",381951,25102,6.6,25194,6.6,29416,7.7,29236,7.7,27763,7.3,23360,6.1,22026,5.8,22891,6,22508,5.9,25190,6.6,27217,7.1,24771,6.5,23886,6.3,18443,4.8,13470,3.5,8084,2.1,6337,1.7,7057,1.8
"453","37133",197683,17098,8.6,14123,7.1,12166,6.2,15285,7.7,32441,16.4,20382,10.3,15193,7.7,11342,5.7,9217,4.7,8260,4.2,8333,4.2,8932,4.5,6875,3.5,5831,2.9,4596,2.3,3443,1.7,2556,1.3,1610,0.8
"454","39113",532331,32597,6.1,31485,5.9,33295,6.3,33939,6.4,34993,6.6,38656,7.3,33689,6.3,31680,6,29456,5.5,31752,6,33304,6.3,37029,7,34812,6.5,29067,5.5,24754,4.7,17514,3.3,10663,2,13646,2.6
"455","45045",514213,31598,6.1,32337,6.3,34354,6.7,32045,6.2,33223,6.5,37140,7.2,34464,6.7,33034,6.4,32380,6.3,34946,6.8,32610,6.3,32700,6.4,32395,6.3,27815,5.4,20591,4,13933,2.7,9894,1.9,8754,1.7
"456","47059",69087,3312,4.8,2927,4.2,4384,6.3,4182,6.1,4291,6.2,4121,6,3190,4.6,3707,5.4,4704,6.8,4437,6.4,5003,7.2,4113,6,5907,8.6,3988,5.8,4586,6.6,3539,5.1,1536,2.2,1160,1.7
"457","48041",226758,13748,6.1,12681,5.6,13321,5.9,22705,10,42569,18.8,20208,8.9,16083,7.1,13655,6,11620,5.1,10294,4.5,9964,4.4,11101,4.9,7813,3.4,7475,3.3,5330,2.4,4508,2,2374,1,1309,0.6
"458","48209",222631,13992,6.3,13843,6.2,14236,6.4,17845,8,28690,12.9,17137,7.7,15152,6.8,16219,7.3,12719,5.7,13673,6.1,11904,5.3,12112,5.4,10265,4.6,8988,4,6978,3.1,4458,2,2477,1.1,1943,0.9
"459","51059",1150795,73089,6.4,74111,6.4,76368,6.6,72229,6.3,69726,6.1,74132,6.4,79243,6.9,88770,7.7,77632,6.7,83619,7.3,80437,7,78789,6.8,68011,5.9,55255,4.8,38826,3.4,26752,2.3,17743,1.5,16063,1.4
"460","12081",394855,18364,4.7,19681,5,22114,5.6,20105,5.1,19570,5,20232,5.1,20958,5.3,15740,4,24437,6.2,22618,5.7,25014,6.3,28854,7.3,29381,7.4,29956,7.6,28158,7.1,22438,5.7,13436,3.4,13799,3.5
"461","13057",254149,14754,5.8,16615,6.5,19513,7.7,17796,7,14705,5.8,14926,5.9,15683,6.2,16447,6.5,18670,7.3,21026,8.3,16487,6.5,16936,6.7,14382,5.7,11628,4.6,11783,4.6,6653,2.6,3889,1.5,2256,0.9
"462","13215",194160,13152,6.8,13983,7.2,13521,7,12655,6.5,13957,7.2,16940,8.7,14467,7.5,12165,6.3,12344,6.4,10602,5.5,11677,6,10678,5.5,11933,6.1,8738,4.5,6396,3.3,4086,2.1,3168,1.6,3698,1.9
"463","15001",200983,11779,5.9,13271,6.6,11647,5.8,10887,5.4,10518,5.2,11679,5.8,11982,6,12377,6.2,11294,5.6,11722,5.8,11495,5.7,13486,6.7,16203,8.1,15338,7.6,12065,6,7260,3.6,3743,1.9,4237,2.1
"464","18127",169594,9325,5.5,10095,6,11423,6.7,11450,6.8,11527,6.8,9738,5.7,10576,6.2,11407,6.7,9411,5.5,12118,7.1,11043,6.5,12276,7.2,11810,7,8571,5.1,7845,4.6,5168,3,2732,1.6,3079,1.8
"465","22057",98115,5341,5.4,7382,7.5,6737,6.9,6642,6.8,5379,5.5,7505,7.6,6643,6.8,6257,6.4,4684,4.8,6280,6.4,7080,7.2,5288,5.4,7360,7.5,5768,5.9,2660,2.7,3619,3.7,1672,1.7,1818,1.9
"466","24510",602495,37967,6.3,33660,5.6,33196,5.5,35471,5.9,40702,6.8,60064,10,54895,9.1,42293,7,33723,5.6,33407,5.5,36247,6,36826,6.1,39975,6.6,29103,4.8,21038,3.5,14964,2.5,8823,1.5,10141,1.7
"467","36083",159442,8115,5.1,8189,5.1,9280,5.8,11542,7.2,11114,7,11704,7.3,10704,6.7,10325,6.5,8353,5.2,9709,6.1,10850,6.8,11897,7.5,11103,7,9229,5.8,6778,4.3,4248,2.7,2570,1.6,3732,2.3
"468","37057",166614,9183,5.5,10053,6,10867,6.5,9596,5.8,9029,5.4,10003,6,9833,5.9,10523,6.3,9495,5.7,12229,7.3,11820,7.1,11096,6.7,12849,7.7,9372,5.6,8637,5.2,5432,3.3,3961,2.4,2636,1.6
"469","39089",175769,10977,6.2,11625,6.6,11106,6.3,11926,6.8,10560,6,10134,5.8,10481,6,11594,6.6,9463,5.4,11825,6.7,12599,7.2,13202,7.5,11544,6.6,8723,5,8055,4.6,5046,2.9,3389,1.9,3520,2
"470","41029",219564,11707,5.3,12768,5.8,12355,5.6,11581,5.3,13224,6,14143,6.4,13817,6.3,13469,6.1,10780,4.9,13403,6.1,12888,5.9,14299,6.5,16441,7.5,16197,7.4,12840,5.8,9183,4.2,4387,2,6082,2.8
"471","42063",84501,3941,4.7,4042,4.8,4181,4.9,7232,8.6,9427,11.2,4804,5.7,4121,4.9,3883,4.6,4192,5,4622,5.5,5138,6.1,6239,7.4,6056,7.2,4747,5.6,4472,5.3,2835,3.4,2164,2.6,2405,2.8
"472","45007",200482,12116,6,11980,6,13391,6.7,13362,6.7,12510,6.2,12215,6.1,11836,5.9,11732,5.9,12037,6,13127,6.5,13110,6.5,14649,7.3,12487,6.2,12714,6.3,8717,4.3,6641,3.3,4840,2.4,3018,1.5
"473","48135",162124,15107,9.3,13768,8.5,12735,7.9,12427,7.7,11107,6.9,14576,9,12395,7.6,12606,7.8,8239,5.1,9385,5.8,8180,5,8053,5,8375,5.2,3746,2.3,5328,3.3,2064,1.3,2772,1.7,1261,0.8
"474","48423",230221,15867,6.9,15539,6.7,15783,6.9,16419,7.1,15704,6.8,16084,7,14370,6.2,14008,6.1,13326,5.8,14144,6.1,13066,5.7,13807,6,14516,6.3,12213,5.3,9483,4.1,8194,3.6,4527,2,3171,1.4
"475","48469",92035,6137,6.7,5051,5.5,8223,8.9,6963,7.6,5423,5.9,6479,7,5736,6.2,6381,6.9,4591,5,5508,6,5442,5.9,5455,5.9,5711,6.2,5154,5.6,3216,3.5,2838,3.1,1916,2.1,1811,2
"476","55127",103718,5090,4.9,5378,5.2,6694,6.5,8134,7.8,8819,8.5,5604,5.4,5681,5.5,6338,6.1,5487,5.3,6057,5.8,6543,6.3,8952,8.6,6795,6.6,6526,6.3,4235,4.1,2932,2.8,2013,1.9,2440,2.4
"477","01127",63711,3760,5.9,4364,6.8,3527,5.5,3772,5.9,3504,5.5,4241,6.7,3827,6,4014,6.3,3160,5,4002,6.3,4227,6.6,6049,9.5,3203,5,3112,4.9,4030,6.3,2725,4.3,1035,1.6,1159,1.8
"478","05007",272608,18982,7,19479,7.1,21056,7.7,18428,6.8,15558,5.7,19357,7.1,20886,7.7,21328,7.8,17442,6.4,18039,6.6,16320,6,14624,5.4,14819,5.4,12843,4.7,7438,2.7,7426,2.7,3910,1.4,4673,1.7
"479","06101",96807,6653,6.9,7334,7.6,6937,7.2,6548,6.8,5618,5.8,7412,7.7,6911,7.1,6241,6.4,5336,5.5,5316,5.5,5896,6.1,5268,5.4,6474,6.7,4407,4.6,3340,3.5,3193,3.3,1654,1.7,2269,2.3
"480","08001",511868,36106,7.1,36175,7.1,41120,8,34703,6.8,32517,6.4,40578,7.9,43136,8.4,40400,7.9,34970,6.8,32423,6.3,30621,6,31568,6.2,24442,4.8,18592,3.6,14735,2.9,8045,1.6,6998,1.4,4739,0.9
"481","12087",75027,3336,4.4,2655,3.5,3460,4.6,3697,4.9,2986,4,4506,6,4563,6.1,5823,7.8,3600,4.8,5188,6.9,5834,7.8,6607,8.8,5800,7.7,6644,8.9,4218,5.6,3183,4.2,2081,2.8,846,1.1
"482","12095",1380645,83836,6.1,82609,6,88241,6.4,94389,6.8,101479,7.4,123872,9,109478,7.9,102608,7.4,94504,6.8,92475,6.7,87509,6.3,79390,5.8,75371,5.5,58036,4.2,42060,3,27215,2,18729,1.4,18844,1.4
"483","13077",145864,7364,5,8781,6,10087,6.9,13135,9,8459,5.8,10880,7.5,9464,6.5,7809,5.4,9536,6.5,10829,7.4,10865,7.4,8640,5.9,9268,6.4,7694,5.3,5587,3.8,4161,2.9,1761,1.2,1544,1.1
"484","17099",109430,6064,5.5,6551,6,6547,6,6585,6,5584,5.1,7890,7.2,6340,5.8,7151,6.5,6197,5.7,6378,5.8,7409,6.8,8499,7.8,7394,6.8,6730,6.2,4912,4.5,3723,3.4,2936,2.7,2540,2.3
"485","19113",225909,14300,6.3,13929,6.2,15440,6.8,15168,6.7,14046,6.2,15797,7,15574,6.9,15911,7,12462,5.5,14137,6.3,14631,6.5,15528,6.9,12589,5.6,11172,4.9,9491,4.2,5687,2.5,5366,2.4,4681,2.1
"486","27013",67427,4564,6.8,3387,5,3527,5.2,5513,8.2,10797,16,5489,8.1,4095,6.1,4324,6.4,2787,4.1,3026,4.5,3276,4.9,4259,6.3,2936,4.4,2751,4.1,2442,3.6,1616,2.4,1049,1.6,1589,2.4
"487","28047",206650,13783,6.7,15249,7.4,12465,6,12669,6.1,14859,7.2,15394,7.4,12998,6.3,14415,7,11936,5.8,12543,6.1,12628,6.1,15334,7.4,11389,5.5,9910,4.8,8742,4.2,6312,3.1,3179,1.5,2845,1.4
"488","28049",237085,15078,6.4,14453,6.1,17831,7.5,18101,7.6,17908,7.6,18628,7.9,16029,6.8,15325,6.5,13657,5.8,13414,5.7,13553,5.7,15016,6.3,14813,6.2,11880,5,8021,3.4,5918,2.5,3610,1.5,3850,1.6
"489","29099",224347,13274,5.9,13053,5.8,16450,7.3,13376,6,11882,5.3,14117,6.3,14770,6.6,15861,7.1,12893,5.7,14959,6.7,16234,7.2,17008,7.6,16646,7.4,11894,5.3,8925,4,6601,2.9,3390,1.5,3014,1.3
"490","33009",89786,3609,4,4234,4.7,3961,4.4,8034,8.9,6969,7.8,5696,6.3,5455,6.1,4436,4.9,4183,4.7,4976,5.5,5771,6.4,7280,8.1,6547,7.3,5808,6.5,5198,5.8,3348,3.7,2055,2.3,2226,2.5
"491","36013",127939,6821,5.3,6837,5.3,7436,5.8,8779,6.9,7752,6.1,8090,6.3,7345,5.7,7770,6.1,5989,4.7,7331,5.7,8289,6.5,10433,8.2,9480,7.4,8148,6.4,6120,4.8,4837,3.8,2574,2,3908,3.1
"492","37067",379099,22637,6,22357,5.9,26755,7.1,27307,7.2,25400,6.7,25709,6.8,23589,6.2,21910,5.8,23293,6.1,24900,6.6,25282,6.7,26495,7,23080,6.1,20158,5.3,15596,4.1,9632,2.5,7888,2.1,7111,1.9
"493","39025",205466,12098,5.9,14831,7.2,12346,6,12631,6.1,11654,5.7,12724,6.2,13009,6.3,13766,6.7,12345,6,13348,6.5,14109,6.9,15181,7.4,14448,7,10957,5.3,9077,4.4,5725,2.8,4030,2,3187,1.6
"494","39041",204826,12725,6.2,14776,7.2,16701,8.2,15182,7.4,12153,5.9,8546,4.2,11010,5.4,15673,7.7,15237,7.4,15733,7.7,14443,7.1,12675,6.2,12394,6.1,10074,4.9,6863,3.4,4179,2,3557,1.7,2905,1.4
"495","39049",1310300,93026,7.1,81636,6.2,83955,6.4,86248,6.6,88600,6.8,126733,9.7,113218,8.6,92945,7.1,82294,6.3,80079,6.1,75268,5.7,75079,5.7,73678,5.6,55163,4.2,40304,3.1,25851,2,18043,1.4,18180,1.4
"496","39103",179146,9723,5.4,10212,5.7,12435,6.9,11782,6.6,9099,5.1,9588,5.4,10040,5.6,12973,7.2,9642,5.4,12158,6.8,13645,7.6,14417,8,11358,6.3,9948,5.6,8974,5,6495,3.6,3657,2,3000,1.7
"497","47011",106727,6180,5.8,4926,4.6,7753,7.3,7574,7.1,8117,7.6,7208,6.8,5710,5.4,5754,5.4,7152,6.7,7416,6.9,7267,6.8,7544,7.1,6104,5.7,6033,5.7,4475,4.2,2855,2.7,2445,2.3,2214,2.1
"498","48021",86976,5947,6.8,5330,6.1,6778,7.8,7410,8.5,4981,5.7,4736,5.4,4583,5.3,5513,6.3,5420,6.2,6137,7.1,4691,5.4,6034,6.9,7108,8.2,4535,5.2,3610,4.2,1971,2.3,1596,1.8,596,0.7
"499","48355",362265,24407,6.7,24361,6.7,25302,7,26989,7.5,23801,6.6,25790,7.1,26651,7.4,25167,6.9,22122,6.1,20350,5.6,20373,5.6,21956,6.1,22265,6.1,19345,5.3,12395,3.4,9212,2.5,5898,1.6,5881,1.6
"500","53005",201877,14010,6.9,15550,7.7,15141,7.5,14562,7.2,11504,5.7,14037,7,13661,6.8,13078,6.5,12023,6,12605,6.2,11128,5.5,12488,6.2,12008,5.9,9590,4.8,8599,4.3,4977,2.5,3226,1.6,3690,1.8
"501","53073",225685,11801,5.2,12881,5.7,13048,5.8,15606,6.9,23061,10.2,15567,6.9,14492,6.4,14225,6.3,12546,5.6,12967,5.7,11779,5.2,13609,6,14756,6.5,13130,5.8,11061,4.9,6736,3,3816,1.7,4604,2
"502","04001",71818,4721,6.6,5744,8,5856,8.2,5688,7.9,4708,6.6,4587,6.4,4230,5.9,4153,5.8,4174,5.8,4177,5.8,3537,4.9,4973,6.9,4338,6,3938,5.5,2528,3.5,1951,2.7,1212,1.7,1303,1.8
"503","04015",209550,9064,4.3,10687,5.1,9840,4.7,9146,4.4,10046,4.8,10985,5.2,10603,5.1,9593,4.6,9056,4.3,9981,4.8,12873,6.1,15108,7.2,18774,9,19799,9.4,17333,8.3,13867,6.6,7152,3.4,5643,2.7
"504","04019",1039073,58312,5.6,55091,5.3,66033,6.4,69390,6.7,89756,8.6,73001,7,60419,5.8,59429,5.7,59024,5.7,57175,5.5,56555,5.4,63443,6.1,65898,6.3,65119,6.3,52154,5,41296,4,25669,2.5,21309,2.1
"505","05143",236961,16304,6.9,16179,6.8,15506,6.5,19336,8.2,25271,10.7,19621,8.3,17268,7.3,15073,6.4,14728,6.2,13816,5.8,12828,5.4,11719,4.9,12390,5.2,9588,4,6376,2.7,4851,2,2864,1.2,3243,1.4
"506","06095",446610,26794,6,26912,6,28809,6.5,27289,6.1,27916,6.3,33993,7.6,31536,7.1,28580,6.4,27838,6.2,27054,6.1,28629,6.4,30130,6.7,30533,6.8,24393,5.5,18357,4.1,12340,2.8,6696,1.5,8811,2
"507","11001",702455,45490,6.5,32857,4.7,33386,4.8,37568,5.3,52978,7.5,82430,11.7,81037,11.5,63162,9,42373,6,39045,5.6,36481,5.2,36869,5.2,33153,4.7,25837,3.7,22996,3.3,16161,2.3,9731,1.4,10901,1.6
"508","12109",254261,11639,4.6,14816,5.8,18574,7.3,19259,7.6,11102,4.4,9557,3.8,12130,4.8,13837,5.4,18594,7.3,18312,7.2,18490,7.3,18186,7.2,18025,7.1,16557,6.5,15031,5.9,9776,3.8,5802,2.3,4574,1.8
"509","16083",86081,5980,6.9,5477,6.4,7586,8.8,6820,7.9,4644,5.4,6088,7.1,5968,6.9,4249,4.9,6468,7.5,4811,5.6,4760,5.5,4865,5.7,5440,6.3,3187,3.7,4108,4.8,2823,3.3,1600,1.9,1207,1.4
"510","17115",104712,6219,5.9,5756,5.5,7192,6.9,6892,6.6,5770,5.5,7100,6.8,5551,5.3,6112,5.8,6479,6.2,5494,5.2,6170,5.9,6123,5.8,8687,8.3,6546,6.3,5135,4.9,3983,3.8,3062,2.9,2441,2.3
"511","18167",107386,6357,5.9,4798,4.5,6718,6.3,7805,7.3,12926,12,7892,7.3,5989,5.6,5729,5.3,6479,6,6186,5.8,5944,5.5,6909,6.4,6536,6.1,5228,4.9,4544,4.2,3087,2.9,2170,2,2089,1.9
"512","21037",93152,5510,5.9,5831,6.3,4474,4.8,6433,6.9,6921,7.4,7356,7.9,6329,6.8,5842,6.3,5096,5.5,5399,5.8,6006,6.4,6615,7.1,6515,7,4973,5.3,3704,4,2786,3,1533,1.6,1829,2
"513","22019",203112,14701,7.2,14532,7.2,13257,6.5,12503,6.2,12631,6.2,16362,8.1,13467,6.6,14267,7,10904,5.4,12464,6.1,11175,5.5,12216,6,14168,7,9784,4.8,8596,4.2,5434,2.7,3200,1.6,3451,1.7
"514","22097",82764,6466,7.8,5254,6.3,6917,8.4,6160,7.4,4870,5.9,5098,6.2,5097,6.2,4433,5.4,5036,6.1,4080,4.9,5251,6.3,5417,6.5,5518,6.7,4811,5.8,2999,3.6,2599,3.1,1356,1.6,1402,1.7
"515","25023",518132,27274,5.3,31448,6.1,30145,5.8,34392,6.6,31955,6.2,28087,5.4,28897,5.6,31220,6,27958,5.4,35720,6.9,39587,7.6,40296,7.8,37547,7.2,30007,5.8,26038,5,16879,3.3,10021,1.9,10661,2.1
